neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,type,rating,bedroom,bed,bath
Frederiksberg,55.68435,12.53637,Entire home/apt,864,4,95,33,Rental unit in Frederiksberg · ★,4.82,1.0,1.0,1.0
Amager st,55.6513,12.62587,Entire home/apt,850,1,45,0,Townhouse in Copenhagen · ★,4.58,4.0,4.0,2.0
Amager Vest,55.65661,12.60687,Entire home/apt,1375,3,15,4,Townhouse in Copenhagen · ★,4.93,4.0,4.0,2.0
Frederiksberg,55.68212,12.55363,Entire home/apt,2234,3,40,249,Rental unit in Frederiksberg · ★,4.89,4.0,4.0,2.0
Vesterbro-Kongens Enghave,55.66604,12.54313,Entire home/apt,817,2,62,9,Condo in Copenhagen · ★,4.93,1.0,1.0,1.0
Amager st,55.66819,12.61596,Entire home/apt,1400,5,39,179,Condo in Copenhagen · ★,4.81,2.0,2.0,1.0
Nrrebro,55.6887,12.56141,Entire home/apt,745,2,32,239,Rental unit in Copenhagen · ★,4.72,1.0,1.0,1.0
Amager Vest,55.66627,12.58742,Entire home/apt,1976,4,104,184,Condo in Copenhagen · ★,4.8,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67047,12.55673,Entire home/apt,850,3,38,43,Condo in Copenhagen · ★,4.46,1.0,1.0,1.0
Indre By,55.68355,12.56529,Entire home/apt,800,5,3,2,Condo in Copenhagen · ★,5.0,3.0,3.0,5.0
Vesterbro-Kongens Enghave,55.66783,12.5559,Entire home/apt,850,4,94,0,Rental unit in Copenhagen · ★,4.82,1.0,1.0,1.0
Frederiksberg,55.68035,12.5531,Entire home/apt,1200,8,13,277,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67113,12.54277,Entire home/apt,850,5,44,4,Rental unit in Copenhagen · ★,4.7,3.0,3.0,1.0
Amager Vest,55.63363,12.58177,Entire home/apt,2321,2,123,331,Rental unit in Copenhagen · ★,4.85,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67097,12.54301,Entire home/apt,1809,5,20,129,Rental unit in Copenhagen · ★,5.0,15.0,15.0,1.0
Amager Vest,55.63094,12.58127,Private room,929,1,108,249,Rental unit in Copenhagen · ★,4.9,1.0,1.0,
Vesterbro-Kongens Enghave,55.66658,12.54854,Entire home/apt,1100,1,25,340,Condo in Copenhagen · ★,4.83,1.0,1.0,1.0
Indre By,55.68125,12.56157,Entire home/apt,4500,5,115,249,Rental unit in Copenhagen · ★,4.79,3.0,3.0,2.0
Amager Vest,55.63558,12.58183,Shared room,721,1,68,260,Loft in Copenhagen · ★,4.97,1.0,1.0,
Indre By,55.68441,12.56456,Entire home/apt,1043,6,9,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vanlse,55.69227,12.51686,Entire home/apt,950,5,0,98,Townhouse in Copenhagen ·,1.5,2.0,2.0,5.0
Indre By,55.68857,12.58925,Entire home/apt,1200,3,44,5,Townhouse in Copenhagen · ★,4.86,2.0,2.0,2.0
Amager Vest,55.66367,12.57773,Entire home/apt,875,4,3,9,Rental unit in Copenhagen · ★,5.0,2.0,2.0,2.0
Indre By,55.67122,12.59291,Entire home/apt,723,30,21,58,Rental unit in Copenhagen · ★,4.74,,2.0,1.0
sterbro,55.71874,12.57704,Private room,681,1,0,0,Condo in Copenhagen ·,,1.0,1.0,
Amager Vest,55.66427,12.59493,Entire home/apt,1500,3,43,14,Condo in Copenhagen · ★,4.81,1.0,1.0,1.0
Amager st,55.65704,12.62712,Entire home/apt,3000,4,2,0,Home in Copenhagen ·,,4.0,4.0,1.0
Frederiksberg,55.67979,12.5497,Entire home/apt,1150,4,41,10,Rental unit in Frederiksberg · ★,4.38,1.0,1.0,1.0
Indre By,55.67439,12.58938,Entire home/apt,1824,3,131,6,Rental unit in Copenhagen · ★,4.93,2.0,2.0,2.0
Frederiksberg,55.67975,12.55145,Private room,680,7,42,88,Rental unit in Frederiksberg · ★,4.31,1.0,1.0,
Valby,55.6673,12.50546,Private room,297,120,15,0,Rental unit in Valby · ★,4.73,1.0,1.0,
Frederiksberg,55.67674,12.5086,Entire home/apt,1800,4,41,314,Townhouse in Frederiksberg · ★,4.93,3.0,3.0,1.0
Indre By,55.67503,12.59875,Entire home/apt,1156,2,305,20,Rental unit in Copenhagen · ★,4.68,1.0,1.0,1.0
sterbro,55.70331,12.58203,Entire home/apt,2500,3,98,323,Rental unit in Copenhagen · ★,4.6,2.0,2.0,1.0
sterbro,55.69802,12.58286,Entire home/apt,2316,6,6,314,Rental unit in Copenhagen · ★,5.0,4.0,4.0,2.0
Valby,55.66087,12.51907,Entire home/apt,900,3,14,0,Rental unit in Valby · ★,4.85,2.0,2.0,5.0
Frederiksberg,55.67661,12.53022,Entire home/apt,950,2,61,4,Rental unit in Frederiksberg · ★,4.84,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.6457,12.5276,Entire home/apt,330,7,8,9,Rental unit in Copenhagen · ★,4.86,1.0,1.0,1.0
Amager st,55.65858,12.616302,Entire home/apt,1290,3,8,7,Villa in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66348,12.5434,Private room,564,1,0,82,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.67475,12.59797,Entire home/apt,2286,3,5,364,Rental unit in Copenhagen · ★,4.0,1.0,1.0,1.0
Amager Vest,55.66382,12.5765,Entire home/apt,1075,4,16,259,Condo in Copenhagen · ★,4.93,3.0,3.0,1.0
Nrrebro,55.69717,12.54779,Private room,750,3,47,180,Condo in Copenhagen · ★,4.82,1.0,1.0,
Brnshj-Husum,55.70007,12.49747,Entire home/apt,1195,6,18,32,Home in Copenhagen · ★,4.94,3.0,3.0,2.0
Nrrebro,55.69775,12.55435,Entire home/apt,1005,2,125,120,Condo in Copenhagen · ★,4.88,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66841,12.55127,Entire home/apt,850,3,54,0,Condo in Copenhagen · ★,4.88,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67131,12.54935,Entire home/apt,1766,3,51,217,Rental unit in Copenhagen · ★,4.77,4.0,4.0,1.0
Brnshj-Husum,55.7039,12.48486,Entire home/apt,1200,3,6,170,Home in Brønshøj · ★,4.67,5.0,5.0,3.0
Nrrebro,55.68502,12.56045,Entire home/apt,648,4,65,0,Rental unit in Copenhagen · ★,4.78,1.0,1.0,1.0
sterbro,55.72969,12.56869,Entire home/apt,1300,5,134,127,Rental unit in Hellerup · ★,4.95,2.0,2.0,1.0
Nrrebro,55.69253,12.54685,Private room,450,2,7,0,Rental unit in Copenhagen · ★,4.83,1.0,1.0,
Frederiksberg,55.6803,12.55049,Entire home/apt,1714,5,22,12,Rental unit in Frederiksberg · ★,5.0,3.0,3.0,1.0
Amager Vest,55.63536,12.57723,Private room,550,1,128,116,Rental unit in Copenhagen · ★,4.93,1.0,1.0,
Nrrebro,55.69052,12.56179,Private room,450,3,196,190,Rental unit in Copenhagen · ★,4.71,1.0,1.0,
Indre By,55.68047,12.56145,Entire home/apt,1600,5,75,22,Rental unit in Copenhagen · ★,4.55,3.0,3.0,1.0
Frederiksberg,55.67466,12.54907,Entire home/apt,2732,2,40,363,Loft in Frederiksberg · ★,4.75,2.0,2.0,1.0
sterbro,55.70059,12.57885,Entire home/apt,2300,6,27,15,Rental unit in Copenhagen · ★,4.73,3.0,3.0,2.0
Amager Vest,55.66404,12.5961,Entire home/apt,3162,3,52,17,Rental unit in Copenhagen · ★,4.92,3.0,3.0,1.0
Nrrebro,55.69313,12.54502,Entire home/apt,1500,3,89,189,Rental unit in Copenhagen · ★,4.73,2.0,2.0,1.0
Indre By,55.68226,12.57235,Entire home/apt,900,3,116,36,Rental unit in Copenhagen · ★,4.91,2.0,2.0,1.0
Amager st,55.6635,12.60212,Entire home/apt,1180,4,45,169,Condo in Copenhagen · ★,4.84,3.0,3.0,1.0
Indre By,55.67715,12.58899,Entire home/apt,1199,1,41,1,Rental unit in Copenhagen · ★,4.93,2.0,2.0,1.0
Brnshj-Husum,55.70737,12.47825,Entire home/apt,2300,7,13,205,Home in Brønshøj-Husum · ★,4.92,5.0,5.0,2.0
Indre By,55.69035,12.5746,Entire home/apt,2200,3,52,186,Townhouse in Copenhagen · ★,4.84,3.0,3.0,5.0
sterbro,55.70743,12.57258,Entire home/apt,900,2,127,275,Rental unit in Copenhagen · ★,4.79,1.0,1.0,1.0
Nrrebro,55.69333,12.55155,Entire home/apt,1400,2,139,198,Rental unit in Copenhagen · ★,4.66,2.0,2.0,1.0
Nrrebro,55.6948,12.55312,Entire home/apt,819,6,29,0,Condo in Copenhagen · ★,4.75,2.0,2.0,5.0
Indre By,55.69664,12.57914,Entire home/apt,2000,2,79,180,Rental unit in Copenhagen · ★,4.95,3.0,3.0,1.0
Nrrebro,55.69019,12.55802,Entire home/apt,1800,5,6,20,Rental unit in Copenhagen · ★,5.0,3.0,3.0,1.0
Indre By,55.672,12.59313,Entire home/apt,1643,2,68,20,Rental unit in Copenhagen · ★,4.77,1.0,1.0,1.0
Vanlse,55.68756,12.48761,Private room,417,2,162,264,Guest suite in Vanløse · ★,4.53,1.0,1.0,
Frederiksberg,55.6813,12.54708,Entire home/apt,3724,2,7,0,Rental unit in Frederiksberg · ★,4.71,3.0,3.0,1.0
Valby,55.6523,12.52069,Private room,1011,2,6,89,Villa in Valby · ★,5.0,3.0,3.0,
Amager Vest,55.66016,12.58577,Entire home/apt,1250,3,22,0,Rental unit in København S · ★,5.0,1.0,1.0,1.0
Indre By,55.69132,12.57137,Entire home/apt,1500,5,45,365,Rental unit in Copenhagen · ★,4.69,1.0,1.0,1.0
sterbro,55.70623,12.5846,Entire home/apt,1200,3,18,86,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66882,12.54821,Entire home/apt,1000,30,0,0,Rental unit in Copenhagen ·,1.5,1.0,1.0,5.0
Nrrebro,55.69626,12.54345,Entire home/apt,2600,2,76,8,Rental unit in Copenhagen · ★,4.88,3.0,3.0,5.0
Frederiksberg,55.68448,12.55379,Entire home/apt,1128,3,60,1,Loft in Copenhagen · ★,4.98,3.0,3.0,1.0
Amager st,55.67756,12.62798,Entire home/apt,315,60,16,33,Rental unit in Copenhagen · ★,4.5,1.0,1.0,5.0
Amager Vest,55.66627,12.57703,Entire home/apt,2250,5,35,217,Rental unit in Copenhagen · ★,5.0,3.0,3.0,5.0
Vesterbro-Kongens Enghave,55.67315,12.55527,Private room,625,1,494,185,Rental unit in Copenhagen · ★,4.37,1.0,1.0,
Nrrebro,55.69422,12.54812,Entire home/apt,868,6,18,241,Rental unit in Copenhagen · ★,4.44,1.0,1.0,1.0
Bispebjerg,55.70134,12.5236,Entire home/apt,1300,5,20,196,Rental unit in Copenhagen · ★,4.85,4.0,4.0,1.0
Indre By,55.68889,12.57177,Entire home/apt,2234,7,20,301,Rental unit in Copenhagen · ★,4.6,2.0,2.0,1.0
Nrrebro,55.69799,12.5385,Entire home/apt,1500,3,28,43,Rental unit in Copenhagen · ★,4.7,2.0,2.0,1.0
Indre By,55.68612289428711,12.56545639038086,Entire home/apt,1452,3,130,258,Rental unit in Copenhagen · ★,4.81,2.0,2.0,1.0
Amager Vest,55.63531,12.58311,Entire home/apt,650,7,2,4,Condo in Copenhagen ·,,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.67013,12.54243,Entire home/apt,1000,3,101,123,Rental unit in Copenhagen · ★,4.64,2.0,2.0,1.0
Valby,55.64499,12.5014,Entire home/apt,1000,3,7,0,Home in Valby · ★,4.86,3.0,3.0,2.0
Frederiksberg,55.68363,12.55474,Entire home/apt,1020,3,18,151,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
Indre By,55.67935,12.56813,Entire home/apt,1200,5,25,9,Rental unit in Copenhagen · ★,4.6,1.0,1.0,5.0
Nrrebro,55.69438,12.54362,Entire home/apt,2175,5,5,0,Rental unit in Copenhagen · ★,5.0,4.0,4.0,1.0
Frederiksberg,55.67818,12.55559,Entire home/apt,1500,3,7,364,Rental unit in Frederiksberg · ★,4.83,1.0,1.0,1.0
sterbro,55.7292,12.56982,Entire home/apt,3000,5,20,329,Home in Hellerup · ★,4.72,6.0,6.0,5.0
sterbro,55.71704,12.57857,Entire home/apt,3700,3,9,180,Home in Copenhagen · ★,5.0,3.0,3.0,5.0
Amager Vest,55.66586,12.57551,Entire home/apt,2386,4,14,1,Rental unit in Copenhagen · ★,4.93,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.66928,12.54677,Entire home/apt,977,4,34,41,Rental unit in Copenhagen · ★,4.81,1.0,1.0,1.0
Brnshj-Husum,55.71068,12.50761,Entire home/apt,1300,5,34,182,Villa in Copenhagen · ★,4.67,5.0,5.0,2.0
Indre By,55.69165,12.57339,Entire home/apt,2000,7,12,179,Home in Copenhagen · ★,4.92,4.0,4.0,2.0
Frederiksberg,55.67487,12.54104,Private room,580,3,45,163,Condo in Frederiksberg · ★,4.73,1.0,1.0,
Nrrebro,55.69832,12.54535,Entire home/apt,1450,3,3,305,Rental unit in Copenhagen · ★,4.67,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66044,12.54496,Private room,550,3,152,24,Townhouse in Copenhagen · ★,4.86,1.0,1.0,
Amager st,55.66142,12.62147,Entire home/apt,2171,8,21,181,Home in Copenhagen · ★,4.86,4.0,4.0,2.0
Nrrebro,55.69541,12.54658,Entire home/apt,1000,5,35,210,Rental unit in Copenhagen · ★,4.91,1.0,1.0,1.0
Frederiksberg,55.68448,12.53925,Entire home/apt,1190,1,25,364,Rental unit in Frederiksberg · ★,4.82,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67002,12.54683,Entire home/apt,1150,3,68,7,Rental unit in Copenaghen V · ★,4.83,2.0,2.0,1.0
sterbro,55.70913,12.57266,Entire home/apt,1333,5,113,179,Loft in Copenhagen · ★,4.75,2.0,2.0,1.0
Amager Vest,55.63335,12.58912,Private room,674,1,62,12,Home in Copenhagen · ★,4.77,1.0,1.0,
Frederiksberg,55.67735,12.53652,Entire home/apt,2043,4,77,5,Rental unit in Frederiksberg · ★,5.0,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.6451,12.5317,Entire home/apt,1200,5,22,0,Home in Copenhagen · ★,4.95,3.0,3.0,5.0
Vesterbro-Kongens Enghave,55.66944,12.54595,Entire home/apt,1862,5,19,41,Rental unit in Copenhagen · ★,4.59,4.0,4.0,1.0
Frederiksberg,55.67234,12.54259,Entire home/apt,1707,2,33,179,Rental unit in Frederiksberg · ★,4.88,4.0,4.0,5.0
Indre By,55.68643,12.5861,Entire home/apt,2329,4,39,19,Rental unit in Copenhagen · ★,5.0,2.0,2.0,5.0
Nrrebro,55.70344,12.54564,Entire home/apt,650,7,43,125,Condo in Copenhagen · ★,4.66,1.0,1.0,1.0
Amager st,55.65923,12.61653,Entire home/apt,1489,3,33,306,Home in Copenhagen · ★,4.72,3.0,3.0,1.0
Indre By,55.69384,12.58041,Entire home/apt,931,3,38,11,Rental unit in Copenhagen · ★,4.76,1.0,1.0,1.0
sterbro,55.70277,12.58343,Entire home/apt,1807,3,65,215,Rental unit in Copenhagen · ★,4.92,4.0,4.0,1.0
sterbro,55.69821,12.57975,Entire home/apt,1100,4,14,4,Condo in Copenhagen · ★,4.92,4.0,4.0,5.0
Vesterbro-Kongens Enghave,55.67138,12.54727,Entire home/apt,1697,4,4,4,Rental unit in Copenhagen · ★,5.0,3.0,3.0,1.0
Amager Vest,55.63383,12.57978,Entire home/apt,1200,2,3,76,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Indre By,55.67595,12.59081,Entire home/apt,1600,3,12,193,Rental unit in Copenhagen · ★,4.83,2.0,2.0,1.0
Bispebjerg,55.71296,12.51847,Entire home/apt,1050,3,3,148,Home in Copenhagen · ★,4.67,3.0,3.0,5.0
Vesterbro-Kongens Enghave,55.66414,12.54166,Entire home/apt,1100,3,54,214,Rental unit in Copenhagen · ★,4.44,2.0,2.0,1.0
Nrrebro,55.68941,12.55939,Entire home/apt,1000,3,25,59,Rental unit in Copenhagen · ★,4.8,3.0,3.0,1.0
Nrrebro,55.69062,12.56453,Private room,500,1,191,144,Rental unit in Copenhagen · ★,4.8,1.0,1.0,
Vesterbro-Kongens Enghave,55.66541,12.55079,Entire home/apt,1000,6,28,47,Rental unit in Copenhagen · ★,4.89,3.0,3.0,1.0
Nrrebro,55.69276,12.5532,Entire home/apt,900,7,0,39,Rental unit in Copenhagen ·,,1.0,1.0,
Indre By,55.68012,12.57445,Entire home/apt,1200,2,48,281,Rental unit in Copenhagen · ★,4.89,2.0,2.0,1.0
Amager st,55.65418,12.62548,Entire home/apt,1100,3,26,3,Townhouse in Copenhagen · ★,4.77,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.6687,12.5501,Entire home/apt,1000,4,71,6,Rental unit in Copenhagen · ★,4.72,4.0,4.0,1.0
Nrrebro,55.70007,12.54311,Entire home/apt,2063,4,47,181,Loft in Copenhagen · ★,4.8,4.0,4.0,1.0
Nrrebro,55.68506,12.55511,Entire home/apt,950,7,86,5,Condo in Copenhagen · ★,4.88,2.0,2.0,1.0
Nrrebro,55.69322,12.54549,Entire home/apt,1500,7,6,360,Condo in Copenhagen · ★,4.83,1.0,1.0,1.0
Nrrebro,55.69487,12.55282,Entire home/apt,1050,7,32,0,Rental unit in Copenhagen · ★,4.77,2.0,2.0,1.0
Amager st,55.65755,12.6283,Private room,337,3,30,11,Townhouse in Copenhagen · ★,4.36,1.0,1.0,
Nrrebro,55.68843,12.55833,Entire home/apt,1500,4,43,121,Rental unit in Copenhagen · ★,4.9,3.0,3.0,1.0
Indre By,55.68579,12.56774,Entire home/apt,1100,2,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.69905,12.54387,Entire home/apt,900,4,60,216,Rental unit in Copenhagen · ★,4.63,1.0,1.0,1.0
Nrrebro,55.69774,12.54353,Entire home/apt,650,4,21,179,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Frederiksberg,55.68318,12.55363,Entire home/apt,893,5,36,220,Rental unit in Frederiksberg · ★,4.8,1.0,1.0,1.0
Vanlse,55.69199,12.49199,Entire home/apt,2979,5,0,22,Home in Vanløse ·,,4.0,4.0,2.0
Frederiksberg,55.68468,12.55215,Entire home/apt,1300,4,25,0,Rental unit in Frederiksberg · ★,5.0,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.664989,12.543582,Entire home/apt,980,3,36,17,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.6643,12.57662,Entire home/apt,775,4,39,0,Rental unit in Copenhagen · ★,4.92,1.0,1.0,1.0
Nrrebro,55.70135,12.54697,Entire home/apt,1150,2,44,178,Rental unit in Copenhagen · ★,4.86,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.6462,12.55351,Entire home/apt,2550,6,6,364,Rental unit in Copenhagen · ★,4.75,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67239,12.55596,Entire home/apt,3200,4,7,342,Condo in Copenhagen · ★,5.0,2.0,2.0,5.0
sterbro,55.70661,12.56924,Entire home/apt,1499,6,60,101,Rental unit in Copenhagen · ★,4.79,3.0,3.0,1.0
Amager Vest,55.66185,12.57824,Private room,709,1,38,81,Rental unit in Copenhagen · ★,4.59,1.0,1.0,
Indre By,55.68626,12.61552,Entire home/apt,1600,3,47,176,Townhouse in Copenhagen · ★,4.63,3.0,3.0,1.0
Nrrebro,55.6964,12.55341,Entire home/apt,990,90,9,347,Rental unit in Copenhagen · ★,4.78,2.0,2.0,2.0
Amager Vest,55.64229,12.55285,Entire home/apt,1050,4,110,0,Boat in Copenhagen · ★,4.81,1.0,1.0,1.0
Nrrebro,55.68594,12.55136,Entire home/apt,1300,3,56,212,Rental unit in Copenhagen · ★,4.92,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.64661,12.54846,Entire home/apt,995,5,0,179,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.65128,12.61196,Entire home/apt,1400,3,17,61,Condo in Copenhagen · ★,4.94,4.0,4.0,2.0
sterbro,55.708485,12.584374,Entire home/apt,1600,3,45,37,Condo in Copenhagen · ★,4.91,2.0,2.0,1.0
Amager st,55.6459,12.61749,Entire home/apt,1035,10,14,286,Home in Copenhagen · ★,4.69,4.0,4.0,1.0
Valby,55.66032,12.51787,Entire home/apt,750,3,149,130,Rental unit in Valby · ★,4.64,1.0,1.0,1.0
Nrrebro,55.69887,12.54831,Entire home/apt,700,4,43,0,Rental unit in Copenhagen · ★,4.56,1.0,1.0,1.0
Frederiksberg,55.68464,12.51273,Entire home/apt,1400,3,37,190,Rental unit in Frederiksberg · ★,4.66,3.0,3.0,5.0
Nrrebro,55.70122,12.54738,Entire home/apt,1000,4,53,13,Rental unit in Copenhagen · ★,4.94,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67072,12.54586,Entire home/apt,1100,3,37,0,Rental unit in Copenhagen · ★,4.71,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.6462,12.53353,Entire home/apt,770,7,5,0,Home in Copenhagen · ★,5.0,2.0,2.0,5.0
Amager Vest,55.63942275939451,12.596856716320763,Entire home/apt,3000,7,0,228,Home in Copenhagen ·,,3.0,3.0,1.0
sterbro,55.70401,12.58596,Entire home/apt,1200,3,11,241,Rental unit in Copenhagen · ★,4.91,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66817,12.55321,Entire home/apt,1336,3,32,191,Rental unit in Copenhagen · ★,4.5,3.0,3.0,1.0
Nrrebro,55.69314,12.54949,Entire home/apt,1800,3,30,0,Rental unit in Copenhagen · ★,4.79,2.0,2.0,1.0
Nrrebro,55.70125,12.548,Entire home/apt,890,4,19,0,Condo in Copenhagen · ★,4.78,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66936,12.55997,Entire home/apt,700,4,14,0,Rental unit in Copenhagen · ★,5.0,3.0,3.0,1.0
sterbro,55.70781,12.59682,Entire home/apt,1495,3,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.68856,12.55862,Entire home/apt,900,6,27,2,Rental unit in Copenhagen · ★,4.92,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66882,12.5489,Entire home/apt,1000,3,2,241,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Amager st,55.65316,12.63759,Entire home/apt,1900,5,16,180,Home in Copenhagen · ★,4.64,4.0,4.0,2.0
sterbro,55.70392,12.57784,Entire home/apt,1475,5,0,301,Rental unit in Copenhagen ·,,4.0,4.0,2.0
Nrrebro,55.69043,12.54409,Entire home/apt,1800,3,16,353,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
Frederiksberg,55.68937,12.52999,Entire home/apt,750,3,2,30,Condo in Frederiksberg ·,,1.0,1.0,1.0
Bispebjerg,55.71353,12.51872,Entire home/apt,700,7,3,237,Home in Copenhagen · ★,4.67,3.0,3.0,2.0
sterbro,55.70675,12.55821,Entire home/apt,663,2,39,17,Rental unit in Copenhagen · ★,4.76,1.0,1.0,1.0
Nrrebro,55.7011604309082,12.550759315490724,Entire home/apt,1113,4,15,146,Condo in Copenhagen · ★,4.47,2.0,2.0,1.0
Amager Vest,55.64735,12.59233,Entire home/apt,1550,6,14,8,Home in Copenhagen · ★,4.71,2.0,2.0,1.0
Amager Vest,55.667206,12.582374,Entire home/apt,1482,2,59,2,Condo in Copenhagen · ★,4.92,1.0,1.0,2.0
sterbro,55.70673,12.58039,Entire home/apt,800,2,53,34,Rental unit in Copenhagen · ★,4.57,2.0,2.0,1.0
Indre By,55.6886,12.57533,Entire home/apt,1014,2,7,9,Rental unit in Copenhagen · ★,3.71,2.0,2.0,1.0
Indre By,55.68561,12.58757,Entire home/apt,2082,4,21,20,Rental unit in Copenhagen · ★,4.8,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66771,12.54781,Private room,795,3,45,327,Rental unit in Copenhagen · ★,4.82,1.0,1.0,
Indre By,55.67636,12.58887,Entire home/apt,4914,1,56,144,Rental unit in Copenhagen · ★,4.88,2.0,2.0,1.0
Valby,55.65796,12.51698,Entire home/apt,600,3,33,0,Rental unit in Valby · ★,4.73,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.6695,12.56413,Entire home/apt,1250,2,71,3,Condo in Copenhagen · ★,4.79,4.0,4.0,1.0
Nrrebro,55.69339,12.56366,Entire home/apt,1000,3,48,0,Rental unit in Copenhagen · ★,4.81,1.0,1.0,1.0
Frederiksberg,55.67654,12.51388,Entire home/apt,1200,3,31,226,Townhouse in Frederiksberg · ★,4.84,4.0,4.0,1.0
Frederiksberg,55.68081,12.54292,Entire home/apt,1000,2,35,0,Condo in Frederiksberg · ★,4.91,3.0,3.0,1.0
Nrrebro,55.68711,12.56092,Entire home/apt,1998,7,4,0,Condo in Copenhagen · ★,5.0,4.0,4.0,1.0
Nrrebro,55.70074,12.54534,Entire home/apt,1100,3,13,0,Rental unit in Copenhagen · ★,4.69,3.0,3.0,1.0
Nrrebro,55.68809,12.54471,Entire home/apt,1564,4,27,4,Loft in Copenhagen · ★,4.96,3.0,3.0,5.0
Nrrebro,55.689,12.56133,Entire home/apt,507,5,21,5,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66982,12.55083,Entire home/apt,1393,5,84,10,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
Nrrebro,55.69336,12.55946,Entire home/apt,750,3,64,277,Rental unit in Copenhagen · ★,4.23,1.0,1.0,5.0
Amager Vest,55.66359,12.59963,Entire home/apt,886,3,25,167,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.68864,12.55992,Entire home/apt,3714,7,17,179,Rental unit in Copenhagen · ★,4.81,3.0,3.0,1.0
Nrrebro,55.68933,12.55601,Entire home/apt,950,3,52,6,Rental unit in Copenhagen · ★,4.87,2.0,2.0,1.0
Amager Vest,55.66654,12.57744,Entire home/apt,1000,6,44,0,Rental unit in Copenhagen · ★,4.91,3.0,3.0,1.0
Amager st,55.66354,12.60168,Entire home/apt,600,7,16,0,Rental unit in Copenhagen · ★,4.81,1.0,1.0,1.0
Indre By,55.68279,12.57478,Entire home/apt,1000,2,15,44,Rental unit in Copenhagen · ★,4.57,2.0,2.0,1.0
Vanlse,55.68929,12.47038,Entire home/apt,1100,5,4,130,Home in Vanløse · ★,5.0,3.0,3.0,2.0
Vesterbro-Kongens Enghave,55.66573,12.54597,Entire home/apt,1850,4,17,149,Rental unit in Copenhagen · ★,4.93,3.0,3.0,1.0
Frederiksberg,55.67236,12.53412,Entire home/apt,2500,3,41,297,Rental unit in Frederiksberg · ★,4.88,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67294,12.56452,Entire home/apt,1279,5,24,8,Rental unit in Copenhagen · ★,4.96,2.0,2.0,1.0
Nrrebro,55.69206,12.55176,Entire home/apt,1250,4,15,65,Rental unit in Copenhagen · ★,4.82,2.0,2.0,1.0
Nrrebro,55.69795,12.53873,Entire home/apt,814,1,26,3,Rental unit in Copenhagen · ★,4.63,3.0,3.0,1.0
